book_id,title,description
20871704,Before I Go,"A lyrical exploration of identity, heritage, and the longing for something more."
394841,Travel Team,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
11306,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),"A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
12002819,The Flight of Gemma Hardy,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
125959,"Saint (Paradise, #2)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
60080,Groundwork of the Metaphysics of Morals,"A classic journey of transformation, courage, and finding light in the darkest places."
25614598,"Crimson Shore (Pendergast, #15)","A lyrical exploration of identity, heritage, and the longing for something more."
541024,More Than Human,"A dark and thrilling story that explores human desires, betrayal, and redemption."
20318201,"Burn (Michael Bennett, #7)","An epic saga where love battles fate, and secrets have the power to change everything."
11996019,The King's Agent,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
426030,The Healer (O'Malley #5),"An epic saga where love battles fate, and secrets have the power to change everything."
4633,Islands in the Stream,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
359461,The Guardian (O'Malley #2),"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
8163161,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)","A lyrical exploration of identity, heritage, and the longing for something more."
604635,Naïve. Super,"An epic saga where love battles fate, and secrets have the power to change everything."
8110748,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),"An epic saga where love battles fate, and secrets have the power to change everything."
6261270,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective","An epic saga where love battles fate, and secrets have the power to change everything."
11324,Under the Net,"A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
12039943,Capital,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
11551045,"Lenobia's Vow (House of Night Novellas, #2)","A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
28262024,"The Goal (Off-Campus, #4)","An epic saga where love battles fate, and secrets have the power to change everything."
2358870,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)","A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
11913681,"The Boyfriend Thief (Stolen Kiss, #1)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
12782865,"The Lewis Man (The Lewis Trilogy, #2)","A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
62233,"The Elves of Cintra (Genesis of Shannara, #2)","A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
28248,"Priestess of the White (Age of the Five, #1)","A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
12760903,"The Vision (Fallen Star, #3)","A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
763594,The Gemini Contenders,"A dark and thrilling story that explores human desires, betrayal, and redemption."
330944,"The Field of Swords (Emperor, #3)","A lyrical exploration of identity, heritage, and the longing for something more."
6049585,Abandon,"A lyrical exploration of identity, heritage, and the longing for something more."
85425,"Final Jeopardy (Alexandra Cooper, #1)","A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
55229,April 1865: The Month That Saved America,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
7159016,"The Haunted (The Hollow, #2)","A lyrical exploration of identity, heritage, and the longing for something more."
595822,The Protector (O'Malley #4),"A dark and thrilling story that explores human desires, betrayal, and redemption."
25893582,Tell Me Three Things,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
561403,"The It Girl (It Girl, #1)",Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
263149,Single White Vampire (Argeneau #3),"A dark and thrilling story that explores human desires, betrayal, and redemption."
1111600,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
26324,Social Intelligence: The New Science of Human Relationships,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
17903381,Diary ng Panget,"A classic journey of transformation, courage, and finding light in the darkest places."
8437379,"Call Me Irresistible (Wynette, Texas #5)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
289029,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
659546,Promise Not to Tell,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
10790376,"A Modern Witch (A Modern Witch, #1)","An epic saga where love battles fate, and secrets have the power to change everything."
56466,The Traveler's Gift: Seven Decisions that Determine Personal Success,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
17973653,"Shine Not Burn (Shine Not Burn, #1)","A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
155370,Double Identity,"An epic saga where love battles fate, and secrets have the power to change everything."
17673271,Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
10803806,"Darth Paper Strikes Back (Origami Yoda, #2)","A lyrical exploration of identity, heritage, and the longing for something more."
9166877,"The Girl in the Steel Corset (Steampunk Chronicles, #1)","A classic journey of transformation, courage, and finding light in the darkest places."
1820716,"Gut gegen Nordwind (Gut gegen Nordwind, #1)","A dark and thrilling story that explores human desires, betrayal, and redemption."
122756,My Brother Sam Is Dead,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
72623,Dream Man,"A lyrical exploration of identity, heritage, and the longing for something more."
91017,Rubicon: The Last Years of the Roman Republic,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
71823,"The Green Mile, Part 6: Coffey on the Mile","A dark and thrilling story that explores human desires, betrayal, and redemption."
170171,Catalyst,"A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
5618698,"Nice Girls Don't Have Fangs (Jane Jameson, #1)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
31334,Belinda,Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
8449698,"When Beauty Tamed the Beast (Fairy Tales, #2)",Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
